node,lon,lat
356,-91.154068,30.319503000000005
357,-91.15319500000001,30.317191000000005
358,-91.15111700000001,30.314848
359,-91.15029000000001,30.312374000000002
360,-91.148463,30.310928000000004
361,-91.247821,30.365558
362,-91.246506,30.367685
363,-91.245204,30.369821000000005
364,-91.242113,30.37028
365,-91.239514,30.369856
366,-91.236968,30.370848000000002
367,-91.233991,30.370754000000005
368,-91.231169,30.37087
369,-91.228396,30.371039
370,-91.248588,30.363184
371,-91.246232,30.36359
372,-91.24903,30.360723000000004
373,-91.175475,30.352707
374,-91.175053,30.348082
375,-91.175091,30.350317999999998
376,-91.169274,30.346088000000005
377,-91.171595,30.346674
378,-91.173472,30.347032000000002
379,-91.168569,30.343521
380,-91.16781,30.341052
381,-91.166675,30.338499000000002
382,-91.165505,30.336029
383,-91.161419,30.332849000000003
384,-91.164297,30.333611
385,-91.16038,30.329618
386,-91.159783,30.326729
387,-91.158758,30.324329000000002
388,-91.157692,30.321974000000004
389,-91.156658,30.319614000000005
390,-91.1557,30.317213000000002
391,-91.153965,30.314639999999997
392,-91.152505,30.312234
393,-91.150861,30.310186
394,-91.24508600000001,30.365743999999996
395,-91.243605,30.367819
396,-91.24408300000002,30.363894
397,-91.24086,30.367816
398,-91.238026,30.368144
399,-91.23538400000001,30.368530000000003
400,-91.23260600000002,30.368716
401,-91.22986,30.368962
402,-91.246751,30.361329
403,-91.244548,30.361743000000004
404,-91.247365,30.359335000000005
405,-91.249257,30.358233
406,-91.177982,30.352949000000002
407,-91.177472,30.350732
408,-91.174953,30.346049
409,-91.176822,30.346369000000003
410,-91.177149,30.348514000000005
411,-91.171008,30.344073
412,-91.173453,30.344533
413,-91.170281,30.34152
414,-91.169125,30.338981
415,-91.167965,30.336518999999996
416,-91.166817,30.334198
417,-91.165779,30.332207
418,-91.163633,30.330648
419,-91.162451,30.327472
420,-91.161374,30.324733
421,-91.160284,30.322232
422,-91.159223,30.319798999999996
423,-91.158209,30.317389
424,-91.156538,30.314612000000004
425,-91.154918,30.311909
426,-91.153244,30.309396999999997
427,-91.242159,30.365428
428,-91.242408,30.362804
429,-91.239229,30.365755000000004
430,-91.23650200000002,30.366067
431,-91.23388,30.366468000000005
432,-91.231207,30.366805999999997
433,-91.242781,30.360364000000004
434,-91.245017,30.359136
435,-91.24698800000002,30.357192000000005
436,-91.249305,30.355732
437,-91.1805,30.352880000000003
438,-91.179799,30.350881999999995
439,-91.17931400000002,30.348776
440,-91.176057,30.344337999999997
441,-91.178444,30.344557
442,-91.179004,30.346651000000005
443,-91.172752,30.341988
444,-91.175239,30.342333000000004
445,-91.171581,30.339395000000003
446,-91.170391,30.336904
447,-91.169187,30.334504999999996
448,-91.167938,30.332241000000003
449,-91.166471,30.330178
450,-91.165132,30.327855999999997
451,-91.163974,30.325161000000005
452,-91.162861,30.32256
453,-91.16177100000002,30.320048000000003
454,-91.160717,30.317565999999996
455,-91.159043,30.314739000000003
456,-91.157377,30.311881
457,-91.155714,30.308951000000004
458,-91.24007,30.363453000000003
459,-91.240841,30.361451999999996
460,-91.237466,30.363584
461,-91.234917,30.364046000000002
462,-91.232462,30.364596
463,-91.240703,30.3595
464,-91.242773,30.357935000000005
465,-91.244551,30.356318
466,-91.24681200000002,30.354706000000004
467,-91.249212,30.353233
468,-91.187917,30.352946000000003
469,-91.185404,30.352930000000004
470,-91.182891,30.352911
471,-91.182291,30.350597999999998
472,-91.181385,30.348942000000005
473,-91.181366,30.346938999999995
474,-91.177746,30.342533
475,-91.180253,30.342733
476,-91.18087400000002,30.344811
477,-91.174043,30.339754000000003
478,-91.176521,30.340027
479,-91.172834,30.337244000000002
480,-91.171608,30.334804
481,-91.170353,30.332440000000002
482,-91.169039,30.330163
483,-91.167745,30.327876
484,-91.166544,30.325435
485,-91.165409,30.322879
486,-91.164303,30.320336
487,-91.163219,30.317816
488,-91.16155200000001,30.314935000000002
489,-91.159873,30.312071
490,-91.158218,30.309131000000004
491,-91.238378,30.360965
492,-91.235665,30.361444
493,-91.23333700000002,30.362184
494,-91.238767,30.358391
495,-91.24077,30.35732
496,-91.24211,30.355440000000005
497,-91.24428,30.353735
498,-91.246532,30.352166000000004
