,lon,lat
364100,-96.69341888049999,28.2660872259
882465,-72.834094697,41.277145016
1218275,-81.4365027839,30.7726641698
1574708,-76.1082934396,36.4452743063
1527124,-75.071530666,38.969785934099995
1193982,-80.42385449,27.59484537
1096256,-80.66371637,28.06824595
1528994,-74.0858700978,39.8871520191
141140,-97.7984971333,26.6966622025
407565,-97.0518036365,27.881112904200002
987646,-76.2492429608,35.4895554094
124084,-95.2235178684,29.540422880599998
1089582,-81.1547142563,29.266919457199997
685380,-81.5537514065,31.963562956600004
1078108,-80.9728125083,29.023964496200005
1000327,-80.8894017547,24.424387385
404003,-97.2415345701,26.293853699499998
1274411,-70.4174646749,41.609439172100004
772512,-83.5488378002,12.232414418900001
531678,-87.91340053,30.27862721
794624,-81.0820721531,24.8300921057
429372,-89.169275,29.990127000000005
1216640,-76.6849699103,36.280931345700004
828545,-76.9874685102,36.3918144259
1467888,-74.4315593142,24.033935865200004
580212,-85.9354852653,30.1834535773
1437523,-77.8939330707,33.9741564243
968044,-81.2720965109,31.755294007100005
1630671,-75.6519416549,37.352091521999995
1723757,-76.33066530100001,37.5299788146
1587352,-76.1127280172,39.5725343077
948160,-81.556172323,30.1263905936
528086,-92.0531185967,20.7580938353
885840,-80.39304905,26.18747384
1229768,-76.1505170903,35.7764793499
783446,-81.19252427560001,32.1699209873
1610361,-75.0339532704,37.9636870376
1534434,-75.29878919869999,38.2272300227
1601526,-75.4778683215,35.8921644173
1088029,-79.5562209174,33.1423716837
486989,-83.80645283,29.987672520000004
586984,-90.090064,29.250098
852642,-76.74567065149999,35.7251202963
1396233,-78.78634876439999,33.7079274881
1664717,-75.60011999999999,38.59547
1093688,-76.3630209512,35.8510457202
1605976,-75.7154365976,36.2508097651
1663292,-76.4639213129,39.1572465573
1671847,-76.4766751211,39.082606251
234129,-97.5580048806,27.090767575300003
1553397,-75.8055958492,36.0002181413
1236593,-79.92459258859999,32.7728703215
1715833,-76.5334218899,37.7147198893
1046558,-75.3534082308,39.767772993200005
1771411,-90.19090600000001,29.946828000000004
260748,-89.066187,30.421112
95920,-94.85053293850001,29.9649295724
646025,-81.8867484566,31.1909764986
237867,-97.44081226010002,26.4650226733
1673307,-76.4757780657,37.1998624441
1310476,-67.6648307399,44.41028963090001
1596007,-75.9110347515,36.4225376017
1233805,-65.521372304,18.2521931864
1672533,-76.0492358679,37.09803033930001
939460,-79.9702981361,20.0276474944
639931,-94.66477159629999,24.5780087341
1536721,-73.8805384554,40.2470264785
883508,-76.6035956795,35.2458085717
1060158,-81.1517957736,29.224851771900006
727878,-81.60270189,24.73131962
484620,-96.9038269058,27.9506279786
1537501,-78.0952804149,32.984323959899996
1429980,-75.8055554097,35.6226394648
1634786,-75.630314061,37.294488433400005
1399773,-69.9923800161,41.4752420757
1498750,-77.3213514064,37.31912301740001
1015591,-81.5549074052,30.353476037100002
893283,-81.06061109630001,32.1454405701
962906,-80.8286514763,32.3681448166
184881,-93.348344,30.348825
396605,-77.4139843268,35.6757365236
1464299,-80.32297140680001,31.110770626299995
1542566,-69.9160828061,39.991686508499996
1033314,-80.52678078,27.5269946
1290076,-80.73079958,28.810454010000004
1189471,-69.90080403670001,43.8223815203
969303,-80.79739261350001,23.4774500882
117425,-89.73341800000001,30.421226000000004
710505,-81.02471265,25.20299323
687137,-80.76841395000002,25.49645734
157595,-97.6719275743,27.2344269738
1265871,-74.7048303064,19.5040224351
727519,-80.84685151,25.2634532
1396397,-79.2747807154,33.0975397204
1482833,-76.7082899007,25.645127806599998
327150,-94.50578658170001,29.6259017032
1235755,-71.9566819289,41.2989380976
1090714,-80.35093384,25.17932451
1603153,-76.4197004655,36.6295467498
349243,-84.32039055,30.172430080000005
1362343,-80.23975461,27.42833176
479116,-89.919701,29.567810000000005
1383528,-79.3729389716,33.0486058114
832667,-79.94198,33.06624
408161,-96.325548868,28.4488241314
780388,-81.2751391718,32.0711836719
422934,-88.10038398799999,30.3835901073
1141175,-80.26617320000001,27.12529305
254421,-82.29931963,28.07563178
131973,-96.73548624290001,28.6352631727
645907,-74.8617070084,40.0877547716
527498,-87.12790138,30.380960349999995
1653213,-75.8043228923,37.0858314224
110544,-94.95171830620001,29.819820616599998
1087381,-76.4494052487,35.920612749600004
1462617,-75.02425250659999,39.1534828263
1204665,-76.13896042100001,35.344305431900004
456961,-89.42028499999999,29.358123000000006
625575,-81.44509928,25.97822037
665209,-81.3296322,25.897484
622067,-85.0242334708,29.511453152399998
1006645,-73.040152,11.484033
46984,-90.634684,30.395997000000005
852241,-63.67500375229999,10.701696158099999
840829,-77.0051706757,35.177568702100004
579067,-82.83434377,29.10563884
1374852,-77.4519455515,34.526616524299996
1101211,-81.3168466766,31.399402967600004
241770,-84.94274714,30.03729449
1700680,-76.2009340023,38.7705294927
1406667,-58.75878001320001,22.5643056631
1170087,-75.4895136547,39.3560308589
390186,-95.7788432545,28.7601267692
823450,-81.39945253,24.61550975
523786,-88.671145,30.280559000000004
868042,-80.94377004,24.78319245
1112240,-79.06831224689999,33.707542777600004
712483,-80.92687287,25.23225645
1057832,-70.59774,41.7422
528830,-83.04730738,29.25257468
1490559,-75.8669144763,35.8619969059
949566,-77.3953412189,23.1559461399
930734,-76.8984023702,36.2701020321
1736865,-76.12634880649999,38.4042749424
555753,-88.841324,29.877864
487413,-84.7270017,29.82220657
712493,-81.07396646,25.18485938
1609471,-75.2642603567,35.7376564623
1507661,-75.57702621920001,24.851620461400003
1198305,-81.4091304226,31.1041900896
1121784,-80.15384646,26.71645519
1575350,-75.2026685129,38.1668660482
1454813,-80.4053978908,31.165073228099995
1686011,-75.8056390964,38.5734826108
1459425,-75.1032521965,39.1178073829
1660292,-76.1270029966,36.960360003000005
173098,-89.939856,29.851616999999997
325760,-85.15835288,29.917332010000006
976549,-76.3478410967,35.691874159
1026671,-80.84607491,28.63027442
1568500,-76.034423332,34.4232741023
923671,-81.5519175346,24.113946588
768749,-80.54238889740002,25.7668213687
1346534,-80.63268691200001,32.1635596467
1547125,-75.4392249217,38.0360259299
52507,-90.441556,30.088781
419350,-73.94319,41.75391
1515426,-75.20720913939999,38.524153457800004
171361,-93.678868,30.390190000000004
220026,-96.4795677977,28.5841840092
568089,-82.63451527,28.48482265
1539541,-75.658822925,35.158785705
384632,-92.42486099999999,29.922993000000005
1078240,-80.80241809,28.63262395
1670037,-76.6317762909,37.3292114054
1683524,-76.4252821498,37.281007067800005
424111,-84.60571759999999,29.97354415
423210,-81.66497186,26.69106822
1247821,-68.0112562218,44.370840043
981514,-76.730701392,35.8630977285
956614,-79.8896879111,32.9906973345
1284022,-80.40591363,27.75833788
403032,-97.36004189389999,27.285279970999998
1770204,-90.378065,29.978424
414143,-82.54086846,28.03239127
1001598,-59.055066283100004,8.0634755542
1248735,-70.77751119109999,41.5458742024
1376961,-54.9783797384,28.2975325879
1550011,-75.7445840515,35.9335892625
719870,-77.1396577319,35.939939641500004
1080375,-75.5297069933,39.0503469975
944185,-80.31647987,26.27546414
1367047,-80.07060614,26.99211852
525136,-82.27296239,27.22394143
830284,-81.6899403717,29.6962298164
956471,-79.0864707881,33.8534808883
728114,-81.17201467,26.19732053
1181997,-72.2625275931,41.150261223600005
737757,-86.9659035953,16.806692937
590778,-87.13005335,30.31314157
303894,-92.293015,30.022372999999998
436669,-87.29445938,30.46838263
1568317,-75.9339135582,36.2546709503
521857,-89.855642,29.517553999999997
1053156,-77.9410413416,34.399443871799996
673640,-81.07731915000002,25.28927205
1375051,-77.9076658698,34.0650003971
552390,-82.06962065,26.85529159
1456051,-73.7472216061,40.622293848000005
1549192,-74.42371,39.39072
617704,-89.7195369417,21.773718513800002
1108202,-81.4757825105,30.429730986100004
386351,-97.3010316222,26.5098854566
1085967,-65.683648777,18.206587551
190340,-96.9451499183,28.328779726100002
463323,-97.20050964149999,26.329394715
1574648,-76.39493527100001,36.5096614581
145947,-97.75041007829999,26.525797251300002
375206,-89.56523000000001,29.761939
1144871,-78.03008662270001,34.1387475865
1803266,-92.08460600000001,30.485328000000003
1410235,-71.2137623844,20.9549562775
1500634,-73.4635932038,40.5928530029
422594,-97.2805058358,25.8221487135
1784783,-92.219015,30.817632
1551546,-76.1067888796,36.3667973962
1401579,-81.1196877892,30.780256807200004
1228784,-70.7757394887,42.848996503
1427581,-75.76052525989999,35.352489606999995
1140307,-80.51582351,27.752501199999998
1548917,-75.2924445319,38.1718714481
415324,-89.94240699999999,29.628332000000004
1494452,-73.9879912334,23.492730788000003
762424,-81.3531633307,31.9473188657
1791484,-91.945493,30.217816
945434,-73.7893775026,40.8426628958
726124,-87.59916133120001,17.7349431646
408924,-88.00661298,30.40150584
697771,-84.9238234187,26.2042369965
968225,-81.2547532109,29.2098778484
477121,-88.2718307257,30.4216754207
762855,-81.73156474529999,30.2116670338
597689,-82.83364390279999,29.035685436399998
774907,-80.9659606802,25.090294828300003
960832,-67.0408420788,44.975926061
642075,-82.44989973,27.150209390000004
938506,-80.45183016,25.28187691
673393,-76.9715832011,35.495591667199996
1268991,-78.89053948600001,33.7344249313
680879,-82.2288233,26.58233389
419601,-85.21328238,29.84311322
1126178,-81.4875698548,30.7237588389
1458388,-79.23620860300001,27.3089599691
1183399,-75.4563217907,39.7183636817
835980,-73.6794193337,40.915427039099995
1012403,-74.4041202591,40.472544861799996
845585,-81.4950824663,31.4802128725
1460439,-79.2147258728,33.0313759518
1477792,-72.7796327765,40.7451951548
1593235,-75.08891272,34.7474079988
691634,-88.05604375360001,18.2988191504
320111,-94.9586297339,29.3242174243
381508,-96.14947841530001,28.5887965209
479728,-93.09304399999999,29.861677000000004
18350,-90.476077,30.062411999999995
1207052,-80.14360328,26.84409172
1123747,-69.25199710689999,44.0033033993
1807322,-92.378493,30.411584
1052509,-76.3466519043,35.7894367077
675814,-81.73534433,25.96222438
1606266,-75.55494737040001,37.658660069
539505,-87.11561474,30.37686979
1610431,-75.4091100507,37.7456450874
339303,-97.0776395514,27.943835847
1278578,-80.36179279999999,27.59740918
74783,-90.85821800000001,29.861376000000003
1413315,-80.8126835722,29.381274735500003
1514268,-76.0919191834,36.2371109972
1200699,-76.2585927779,22.797055834400002
520343,-82.5724734,28.53309998
417399,-96.4497232609,28.351081595100002
1591378,-75.2801789308,37.9850134274
1370703,-80.3998919837,32.3413928357
412805,-96.4947992098,28.331842374200004
576073,-81.54798751,26.264200350000007
1258516,-76.930030566,24.8495984548
1393156,-75.8775140334,35.3082829775
198981,-97.6123249877,26.26071691
1253486,-63.414880093,17.6014151541
1259135,-80.32674393,27.4408143
82590,-91.481562,29.949264000000003
1096342,-80.54425084,27.7601512
983893,-81.0224808955,28.910787227600004
754324,-81.7263131133,29.5315012559
148946,-96.4004577674,28.8013688691
222525,-97.5647151169,26.968338200599998
1072396,-80.71894988,28.478010090000005
808848,-81.47286869,24.63781576
950932,-75.32473213850001,39.855718232
874716,-76.4830400072,35.3797951485
934969,-64.97665830140001,10.351096969900002
1788534,-91.689012,29.987768000000006
1545699,-74.2061548308,39.626600907800004
961569,-78.9888657905,33.886928467800004
594391,-82.06633989,26.7141011
14782,-91.77886600000001,30.732177
1748225,-76.1425441954,38.0566460712
173723,-94.1318815531,29.9827790564
186219,-96.7495841322,28.485116872
1577525,-69.6769888362,31.882017669200007
536976,-83.36824185,29.56756347
708082,-78.6033614362,33.9546671138
797981,-80.51306844,25.50110179
823201,-78.3173233904,22.3624444848
1812757,-92.845712,30.295693000000004
814311,-80.227950007,32.924335843499996
1739192,-76.4523625847,38.4635378584
149314,-87.92891,30.811560000000004
933776,-81.4912061462,24.1728025739
1802050,-92.608118,30.587239
78629,-90.23148499999999,30.380174
190631,-97.6321275452,27.5878560963
898663,-81.57726682930002,30.0404011483
1284405,-79.6836017759,25.2610070842
1182991,-70.789274893,42.5155730525
939653,-66.7328619736,10.6453724473
485990,-91.8708986501,20.3661363437
957506,-81.3917157678,31.489425978099998
493931,-97.1544189455,26.088299596900004
174287,-97.4170177489,27.8045358176
1440291,-76.2897830126,36.2150634814
333827,-90.209458,29.733349
813651,-77.0217554819,36.4455595724
389495,-94.71344235129999,29.457384629299998
232284,-82.26115126,28.09759151
631444,-89.150677,29.044912
1359547,-76.3976713887,36.115358125
1545464,-75.1382661569,38.4779792948
687776,-82.6951854459,27.0683653268
1631799,-75.685789637,36.6011304189
1398788,-74.5853820066,39.555434318
613757,-89.91430214299999,29.2033374231
150235,-94.9487661642,29.642650957399997
1737087,-76.0801229116,37.7631048284
1713840,-76.55741496590001,37.6977645356
1491067,-75.6621330566,35.3660113969
1358548,-72.5943357133,40.9199257479
1418454,-72.5147548165,40.8841529598
855317,-81.01723631,24.74750697
25743,-91.73353,30.495040000000003
1187459,-75.7016740921,19.394275856700002
1656574,-76.41621413189999,39.2049289522
1574138,-75.0886982775,38.3763983939
772794,-75.1064110424,39.9310189708
1350194,-79.1887568581,33.3420038905
1130441,-70.3451040474,43.623489588199995
1428524,-69.5094299902,20.7838968202
1500987,-75.1988494723,38.7175697429
264741,-89.611299,30.125712
218375,-89.72577,30.111742000000003
860654,-62.21488756230001,10.4499783576
1065372,-81.33257379439999,31.414893564000007
1596779,-77.07368052640001,37.6069376654
1540801,-77.2241716876,37.3104145799
906647,-76.6681461245,35.1658814111
1464210,-75.9587203591,35.147289513400004
933273,-80.85876721,28.27437259
156896,-91.05645799999999,29.943638000000004
177432,-89.495976,30.401238000000006
1394825,-75.3107736595,38.8660688234
1406049,-77.6507324116,26.8015086151
242759,-92.243107,30.112122999999997
1163872,-79.224996106,33.498035942899996
387585,-83.69274881,30.04037139
63484,-91.519766,30.075579
1271947,-80.09818831,26.8997826
925451,-69.7416961559,44.0861954329
1232989,-79.0297029835,25.4684249646
323744,-97.3598742113,27.495506486700002
551174,-97.17276297149999,25.6266175173
486529,-82.90388541,29.26406699
859281,-80.45382130000002,25.67558009
135767,-94.1086174354,30.118595870300002
305731,-97.3947843212,26.575085058000003
1717713,-75.973303958,37.5852175633
902207,-81.64929547979999,31.0616264428
1601512,-76.0180691658,36.570055313699996
1806714,-92.390907,30.290276
449010,-96.9578719879,27.9525029858
896821,-80.09100803590002,32.9026476643
753148,-79.5414054844,33.7048035467
1118309,-76.0883050161,35.5517814093
462149,-93.466374,29.879129
1555857,-74.52741035470001,39.3144524555
737689,-87.05718916209999,19.992170963099998
1305293,-70.4964186,41.547060706799996
869613,-76.9218756399,35.940231041
1603410,-75.8199717158,36.360426089099995
121915,-88.73303,30.901203999999996
403521,-95.9422820425,28.6602420401
395632,-88.401057,30.478989000000002
556452,-82.68609877,28.00185156
1657287,-76.8901995779,38.0098869003
1401919,-75.8113584521,24.2039146873
241750,-84.68776947,30.221853320000005
1441569,-80.6751201583,31.0369385535
214928,-97.4960073686,26.164077061399997
9174,-91.89312200000002,30.894832000000005
1432111,-61.9196642211,43.7865111476
708387,-80.863394025,32.738931931799996
1058108,-76.7670448164,36.3719261624
272472,-94.8273915898,29.4878914228
112369,-91.423053,29.874718000000005
30205,-90.77748100000001,30.075501000000006
1099231,-70.8789244936,42.54141909170001
262892,-95.2176750174,29.219609726399998
928464,-79.5340636741,22.6402954529
44311,-90.688079,30.168688000000003
1252349,-80.09560085,26.10721432
622533,-87.53408013549999,30.134234293100004
1482004,-77.9398439495,33.7688650899
91079,-87.89444595479999,31.1168300305
1726614,-75.93600356729999,37.7510580322
1555572,-75.4251040761,38.0193028284
1062577,-56.1840950266,6.6667676561
1025782,-80.97086,32.07611
1138889,-81.4514084879,31.0573702575
1357600,-75.1625678211,21.960930086999998
321247,-88.916422,30.465073000000004
1177199,-79.14097791399999,33.5721272353
1343916,-70.5113098039,42.9089132416
1655008,-76.1803881289,36.9141995981
387242,-82.50443313,28.07222032
531972,-92.2528995944,20.4601145592
64269,-91.343127,30.330165
1047468,-78.033463599,34.228610349499995
1585632,-75.4023729003,35.31371445800001
910835,-76.4286317122,35.676924000700005
852281,-61.86826938189999,10.2373546865
1309826,-65.9814090667,18.4556008557
1123461,-67.76394,44.592
9189,-90.899587,30.105445000000003
14916,-91.126491,30.339603000000004
1165963,-81.34043968479999,29.787533322399998
773668,-81.5875279442,31.382909506500006
364005,-97.40680362040001,26.898637727399997
1736680,-76.23313527970001,37.6454463385
1038674,-80.23868121,26.13867205
1418096,-74.73142107439999,39.4592455309
864602,-77.98649344100001,23.3488109685
232135,-88.839428,30.557181
896687,-79.3852087115,33.5790533492
922644,-81.5602895106,29.6842052486
1426785,-79.13782265489999,33.260943014
1757144,-76.6938766158,38.2377640243
926202,-79.5627366119,33.2899848996
956392,-79.3619023212,33.5360221576
961922,-78.0339796178,34.3748832402
216273,-92.007563,30.101861000000003
883933,-81.48986962720001,31.3466922226
954422,-80.32878941,26.76956551
304705,-97.126626694,27.9332259714
181652,-97.49510102049999,26.3369353871
914488,-78.0435307419,23.131406800600004
967602,-81.4405728885,31.314503594000005
1427128,-76.7324054645,34.7098850747
1259226,-80.30226159,27.36280598
797379,-81.3615464475,28.942097143500003
1033850,-72.8721113224,11.6671532402
1141509,-69.1455954608,12.6162642597
74853,-90.127606,29.903805
214946,-97.60330310469999,26.214649987199998
1627970,-76.45534031,36.7690272676
1800365,-92.483693,30.527717000000006
1654286,-76.47831635680001,37.0257951127
1689297,-76.684871666,38.7765648432
890917,-81.1537850593,16.664758359
1103703,-77.13914013029999,22.446206159099997
1749567,-76.34413349870002,38.3106302648
1803943,-92.128566,30.497511
1253750,-74.22614899,40.427481183000005
250647,-97.38386897219999,26.2017078837
854990,-80.83181738,27.8136842
1747829,-76.25043054390001,37.8427734716
1740636,-76.55778089250002,38.3913300778
1798367,-92.694239,30.493547999999997
840765,-79.7057128025,33.3387201874
291205,-97.3806576636,26.4606326583
1586280,-75.9641854055,39.5145983313
735807,-76.9426546746,36.6673853729
1370265,-77.6868632304,34.3694693228
1068481,-60.758477779,14.143642110800002
995306,-80.24465447,26.61528502
1380505,-75.39865853620002,23.4683244573
1564,-91.170309,30.201179000000003
1734193,-76.25901677680001,37.6029305744
599644,-95.5968201147,20.3473368917
1185261,-80.951133,31.959661999999998
1785037,-92.226463,30.856928000000003
395847,-89.21427,30.105216
354679,-94.2970546383,29.6753515828
498807,-88.09174019209999,30.3071222789
787080,-81.4379642797,31.754269208899995
1286646,-70.687244158,42.8359835574
1282367,-77.808518529,34.3223843521
546408,-90.825482,29.405444000000006
526389,-91.442649,29.476068000000005
442484,-81.66207104,26.65850877
523040,-97.1127755336,26.3165243146
243294,-97.5072101784,27.4067614938
454885,-87.90623870000002,30.35085629
466470,-92.33270999999999,29.746326000000003
351713,-95.08684662200001,29.2067333365
1432289,-72.81353575060001,40.8082092239
1559498,-77.1207629556,37.8048852235
1449044,-57.902345379100005,33.208817624100014
1134942,-75.587207616,19.8512843422
553067,-84.16674534479999,29.9326738896
198467,-96.1043531596,28.840852756900002
547133,-97.0491513067,26.224113355300002
883547,-76.4748834111,35.3742798618
1072359,-80.782234,28.59940401
31366,-91.492559,30.70904
761193,-75.0547742057,39.8466136172
1667699,-76.14812499,37.02099972
976820,-80.0870513004,32.850257364899996
869977,-80.0348890295,32.9879394593
532063,-95.965793,19.052866
1683112,-75.6014673798,37.927124716
106019,-89.990961,30.340758000000005
967422,-81.5676053614,31.0794172729
162354,-89.659601,30.305573
